,en,fa,enFreq
469,additional,اضافی,0.000101682847692307
470,password,گذرواژه,0.000101647477692307
471,latest,آخرین,0.000101501671538461
472,road,جاده,0.000101385092307692
473,gift,هدیه,0.000101090699230769
474,question,سؤال,0.000100495776923076
475,changes,تغییرات,0.000100438654615384
476,night,شبها,0.000100408833846153
477,hard,دشوار,0.000100042083076923
478,texas,تگزاس,0.0000995378776923076
479,pay,تاوان,0.0000993834846153846
480,poker,پوکر,0.000099272943076923
481,status,وضعیت,0.00009922661
482,browse,مرور,0.0000990311115384615
483,issue,مسئله,0.00009879012
484,range,گسترۀ,0.0000987037876923077
485,building,ساختمان,0.0000986548961538461
486,court,دادگاه,0.0000982461392307692
487,february,فوریه,0.0000982345007692307
488,always,همیشه,0.00009818059
489,result,نتیجۀ,0.0000980192653846153
490,audio,صدا,0.0000977036176923076
491,light,روشنایی,0.0000974612553846153
492,write,بنویسد,0.0000974193469230769
493,war,جنگی,0.0000973210761538461
494,nov,نوامبر,0.0000972778092307692
495,offer,تقدیم,0.0000970992061538461
496,blue,کبود,0.0000970468776923076
497,groups,گروهها,0.0000967802053846153
498,easy,راحت,0.00009657579
499,event,رویداد,0.0000965502
500,release,نشر,0.0000964160353846153
501,analysis,آنالیز,0.0000961150307692307
502,request,درخواست,0.000095861783076923
503,fax,فکس,0.0000957698592307692
504,china,چین,0.0000957477338461538
505,making,ساختن,0.0000955374576923077
506,picture,عکسه,0.000095474293076923
507,needs,نیاز,0.0000950736738461538
508,possible,ممکن,0.0000948550469230769
509,professional,حرفهای,0.0000947404669230769
510,month,ماه,0.0000946368946153846
511,major,عمده,0.0000943017323076923
512,star,استار,0.0000942293738461538
513,areas,مناطق,0.0000938356361538461
514,future,آینده,0.0000937264392307692
515,space,فضایی,0.0000934655915384615
516,committee,کمیته,0.0000933429492307692
517,hand,دست,0.0000933051238461538
518,sun,آفتاب,0.000093245
519,cards,ورق,0.0000931496323076923
520,problems,مشکلات,0.000093144323076923
521,london,لندن,0.0000931379346153846
522,washington,واشنگتون,0.0000930600484615384
523,meeting,جلسه,0.0000929340815384615
524,become,بشوی,0.0000926884892307692
525,interest,ربا,0.0000925176523076923
526,child,بچه,0.0000921133792307692
527,california,کالیفرنیا,0.0000918284423076923
528,porn,پورن,0.0000917653553846153
529,similar,مشابه,0.0000916544746153846
530,garden,باغچه,0.0000915499907692307
531,schools,مدارس,0.0000915220192307692
532,million,ملیون,0.0000913989292307692
533,reference,ارجاع,0.0000908674123076923
534,companies,احزاب,0.0000908508307692307
535,baby,بچه,0.0000905354338461538
536,learning,یادگیری,0.000090517573076923
537,energy,انرژی,0.0000903469469230769
538,run,اجرا,0.0000901642807692307
539,delivery,زایمان,0.0000900919215384615
540,net,تور,0.0000899104523076923
541,popular,محبوب,0.000089612093076923
542,term,ترم,0.0000894483261538461
543,film,فیلم,0.0000893060323076923
544,stories,داستان,0.0000888497438461538
545,computers,کامپیوتر,0.0000885909492307692
546,journal,مجله,0.000088101693076923
547,reports,گزارشها,0.0000880891992307692
548,central,مرکزی,0.0000875707292307692
549,images,تصاویر,0.0000875292876923076
550,god,الهی,0.0000874033515384615
551,original,اوریجینال,0.0000872716792307692
552,head,هد,0.0000871663261538461
553,radio,بیسیم,0.0000871427876923076
554,until,تا,0.0000869923738461538
555,cell,یاخته,0.0000869750515384615
556,color,رنگها,0.00008689666
557,self,بخود,0.0000868478276923077
558,council,شورای,0.0000868413215384615
559,away,میفرمایند,0.0000867980553846153
560,includes,شامل,0.0000865128853846153
561,track,شیار,0.0000864501869230769
562,discussion,بحث,0.0000861334353846153
563,archive,آرشیو,0.0000861322038461538
564,others,دیگران,0.0000856905492307692
565,entertainment,سرگرمی,0.0000856883215384615
566,agreement,توافق,0.0000856587076923077
567,format,قالبی,0.0000855997123076923
568,least,کمترین,0.000085561383076923
569,society,جامعه,0.0000855377192307692
570,months,ماهه,0.0000855325053846153
571,log,ثبت,0.0000855156538461538
572,safety,ایمنی,0.000085434203076923
573,friends,دوستان,0.0000851790976923076
574,trade,تجارت,0.0000846819884615384
575,edition,ورژن,0.0000846549715384615
576,cars,ماشینها,0.0000843983353846153
577,messages,پیام,0.0000843827692307692
578,marketing,بازاریابی,0.0000843047792307692
579,tell,بگو,0.0000842721
580,association,انجمن,0.0000841664507692307
581,able,توانا,0.0000841454138461538
582,having,داشتن,0.0000841231507692307
583,provides,نعم,0.0000840105315384615
584,david,دیوید,0.0000838977261538461
585,already,قبلا,0.0000833265884615384
586,green,سبز,0.0000832983884615384
587,studies,مطالعات,0.0000830960446153846
588,close,بستن,0.0000829638984615384
589,common,مشترک,0.0000829532884615384
590,drive,درایو,0.000082922593076923
591,specific,خاص,0.0000829121376923076
592,several,چندین,0.0000827612184615384
593,gold,طلا,0.0000826905984615384
594,feb,فوریه,0.00008267952
595,living,وزندگی,0.0000824738161538461
596,sep,اسپ,0.0000824193892307692
597,collection,مجموعه,0.00008240145
598,short,کوتاه,0.0000821194169230769
599,arts,هنر,0.0000818969484615384
600,lot,لوط,0.00008185016
601,ask,بپرس,0.0000818463176923077
602,limited,محدود,0.0000816576684615384
603,powered,پاور,0.0000816307176923076
604,director,کارگردان,0.0000814551084615384
605,daily,دیلی,0.0000814136592307692
606,beach,ساحل,0.0000812636015384615
607,past,گذشته,0.0000812504738461538
608,natural,طبیعی,0.0000808475161538461
609,due,سررسید,0.0000806987
610,electronics,الکترونیک,0.0000801771653846153
611,five,پنج,0.0000801275146153846
612,period,دورۀ,0.0000799278323076923
613,database,دادگان,0.0000797935707692307
614,says,میگه,0.0000797676269230769
615,official,رسمی,0.0000796315669230769
616,weather,هوای,0.0000794860869230769
617,mar,مار,0.0000793869846153846
618,land,خشکی,0.0000793330253846153
619,average,میانگین,0.0000791058476923076
620,technical,تکنیکی,0.0000790714315384615
621,window,پنجره,0.0000790090115384615
622,france,فرانس,0.0000789985684615384
623,pro,حرفهای,0.0000789083538461538
624,region,استان,0.0000788864169230769
625,island,جزیره,0.000078705383076923
626,record,ضبط,0.00007864211
627,direct,دایرکت,0.0000786416076923077
628,microsoft,مایکروسافت,0.0000785842923076923
629,conference,کنفرانس,0.00007845207
630,records,رکوردز,0.0000782856376923076
631,district,ناحیه,0.0000779428638461538
632,style,سبک,0.0000777109738461538
633,front,جبهه,0.0000776048792307692
634,statement,اظهارات,0.0000775915153846153
635,update,بهروز,0.000077511683076923
636,parts,قطعات,0.0000774134653846153
637,aug,اوت,0.0000773097015384615
638,early,پگاه,0.0000769332261538461
639,miles,مایلز,0.0000769327092307692
640,sound,صدا,0.00007693141
641,resource,منبع,0.0000768954484615384
642,present,هدیه,0.0000764774953846153
643,applications,کاربردها,0.0000764032169230769
644,document,سند,0.0000759259784615384
645,word,سخن,0.0000759010315384615
646,material,مصالح,0.0000757910138461538
647,bill,بیل,0.000075764743076923
648,apr,آوریل,0.0000754472607692307
649,talk,حرف,0.0000752698746153846
650,federal,فدرال,0.0000752596884615384
651,hosting,میزبانی,0.0000751905769230769
652,rules,قوانین,0.0000751220315384615
653,final,پایانی,0.00007511468
654,adult,بالغ,0.00007506392
655,tickets,بلیط,0.0000750475038461538
656,centre,سنتر,0.000074814033076923
657,requirements,نیازها,0.0000747951015384615
658,via,طریق,0.0000747439446153846
659,cheap,ارزون,0.000074653663076923
660,nude,لختی,0.00007441061
661,finance,مالی,0.0000742724338461538
662,=TRUE(),راست,0.0000740535
663,minutes,دقیقه,0.0000740324684615384
664,mark,مارک,0.0000735436553846153
665,third,سومین,0.0000734532615384615
666,rock,صخره,0.0000734527253846153
667,gifts,هدیه,0.0000733941661538461
668,europe,اروپا,0.0000733641884615384
669,reading,خواندن,0.0000732995761538461
670,topics,موضوعاتی,0.0000731787215384615
671,bad,بد,0.0000731513746153846
672,individual,فرد,0.0000729346784615384
673,tips,نکات,0.0000729237684615384
674,plus,پلاس,0.0000728694238461538
675,auto,خودکار,0.0000728464392307692
676,cover,جلد,0.0000726936376923077
677,usually,معمولا,0.0000726749
678,edit,ویرایش,0.0000724304069230769
679,together,باهم,0.0000723952038461538
680,videos,ویدیو,0.0000723608561538461
681,percent,درصد,0.0000723356246153846
682,fast,سریع,0.0000722626707692307
683,function,کارکرد,0.0000722145284615384
684,unit,یگان,0.00007208797
685,getting,شدن,0.0000719102453846153
686,global,جهانی,0.000071885073076923
687,tech,متخصصین,0.0000718474376923077
688,meet,ملاقات,0.0000717506707692307
689,far,دور,0.000071586003076923
690,economic,اقتصادی,0.000071572543076923
691,player,بازیکن,0.0000713152192307692
692,projects,پروژههای,0.000071233443076923
693,lyrics,شعر,0.0000712151776923076
694,often,اغلب,0.0000711934307692307
695,subscribe,اشتراک,0.0000711201892307692
696,submit,تسلیم,0.0000711011992307692
697,germany,آلمان,0.0000708858776923076
698,amount,مقدار,0.000070799753076923
699,included,شامل,0.00007077133
700,feel,حس,0.00007071077
701,though,هرچند,0.0000706968392307692
702,bank,بانک,0.0000704302684615384
703,risk,خطر,0.00007037395
704,thanks,سپاس,0.00007030647
705,deals,معاملات,0.0000701461292307692
706,various,گوناگون,0.0000701201069230769
707,words,کلمات,0.0000699308792307692
708,linux,لینوکس,0.00006988787
709,production,تولید,0.0000697021069230769
710,commercial,تجاری,0.00006965764
711,james,خامس,0.00006964283
712,weight,وزن,0.0000696204307692307
713,town,قریه,0.0000695991384615384
714,heart,دل,0.0000694225115384615
715,advertising,آگهی,0.0000693925453846153
716,choose,انتخاب,0.0000692385953846153
717,treatment,درمانش,0.0000692322984615384
718,newsletter,خبرنامه,0.0000690988415384615
719,archives,آرشیو,0.0000690973538461538
720,points,نقاط,0.0000690617184615384
721,knowledge,آگاهی,0.000069037953076923
722,magazine,مجله,0.0000690338553846153
723,error,خطای,0.0000687665192307692
724,camera,دوربین,0.0000687114846153846
725,jun,ژون,0.0000685805307692307
726,girl,دختری,0.0000685685576923077
727,construction,ساخت,0.00006828467
728,clear,روشن,0.000068036623076923
729,golf,گلف,0.0000679484323076923
730,receive,دریافت,0.0000679453369230769
731,domain,دامنه,0.0000677672238461538
732,methods,روشهای,0.0000676136061538461
733,chapter,سوره,0.0000676022107692307
734,protection,پناه,0.0000675570923076923
735,policies,سیاستهای,0.0000675321838461538
736,loan,وام,0.0000675273453846153
737,wide,پهنا,0.0000674319038461538
738,beauty,زیبای,0.0000673632615384615
739,manager,مدیر,0.0000672628492307692
740,india,هندوستان,0.0000672245053846153
741,position,موقعیت,0.0000670301438461538
742,taken,گرفته,0.0000669383353846153
743,models,مدلهای,0.0000665947584615384
744,michael,میکائیل,0.0000665595446153846
745,known,دانسته,0.00006645812
746,half,نیم,0.0000663772461538461
747,cases,موارد,0.0000663505176923077
748,step,قدم,0.0000662671361538461
749,engineering,مهندسی,0.0000661266292307692
750,simple,ساده,0.00006585994
751,quick,سریع,0.0000658343076923076
752,none,هیچکدام,0.0000657870776923076
753,wireless,وایرلس,0.0000656411646153846
754,license,مجوز,0.0000656360738461538
755,paul,پاول,0.0000655866461538461
756,friday,آدینه,0.0000655731023076923
757,whole,کل,0.0000655404076923076
